OBJECTID,PIDN,DISTRICT,MAP,COMMENT,PIDN_ORIGINAL,RESOLUTION,RES_DATE,BOOK,PAGE,INSTRUMENT,REC_DATE,LAST_REVIEW,FLAG,RES_ACRES
11840,40000FG007000,40,FG,,40000FG007000,11-09-2010,2010/09/21 00:00:00+00,2094,4576,2010047436,2010/10/01 00:00:00+00,1970/01/01 00:00:00+00,,10.59000015
11851,34000EN003000,34,EN,Tract 15,34000EN003000,1,1988/11/01 00:00:00+00,101B,0367,1988053242,1988/11/03 00:00:00+00,1970/01/01 00:00:00+00,,0
11872,24000IE0013C0,24,IE,,24000IE0013C0,2008-15,2008/05/27 00:00:00+00,1968,2525,2008034998,2008/06/02 00:00:00+00,1970/01/01 00:00:00+00,,25
11880,28000CN0153A0,28,CN,,28000CN005000,98-1,1998/03/09 00:00:00+00,1317,0092,1998015835,1998/03/13 00:00:00+00,1970/01/01 00:00:00+00,,0
11884,3900036005900,39,36,,39000PH005400,91-2,1991/02/25 00:00:00+00,0130,0991,1991007490,1991/02/28 00:00:00+00,1970/01/01 00:00:00+00,1 acre or less,0
11900,4900005002700,49,NE,,49000NE005000,97-6,1997/12/17 00:00:00+00,1311,2664,1998001169,1998/01/08 00:00:00+00,1970/01/01 00:00:00+00,,0
11926,30000EE016000,30,EE,,30000EE016000,96-15,1996/12/04 00:00:00+00,1279,7692,1996073872,1996/12/17 00:00:00+00,1970/01/01 00:00:00+00,,101
11927,3100009000700,31,LK,,3100LK00300,1997-14,1997/12/04 00:00:00+00,1308,9030,1997070502,1997/12/09 00:00:00+00,1970/01/01 00:00:00+00,,0
11934,43000CQ001600,43,CQ,,43000CQ001600,1,1989/02/06 00:00:00+00,102A,0636,1989007300,1989/02/23 00:00:00+00,1970/01/01 00:00:00+00,,21
11940,40000DF006200,40,DF,Included on Codorus ASA Resolution 2009-02,40000DF006200,2009-02,2009/02/11 00:00:00+00,2008,8630,2009012118,2009/03/09 00:00:00+00,1970/01/01 00:00:00+00,,142.91000366
11946,4900005001900,49,NE,,49000NE005000,97-6,1997/12/17 00:00:00+00,1311,2664,1998001169,1998/01/08 00:00:00+00,1970/01/01 00:00:00+00,,0
11951,22000CG004200,22,CG,<Null>,22000CG004200,2008-3,2008/09/10 00:00:00+00,1985,4436,2008058613,2008/09/16 00:00:00+00,1970/01/01 00:00:00+00,,3
11964,4900005000400,49,NE,,49000NE005000,97-6,1997/12/17 00:00:00+00,1311,2664,1998001169,1998/01/08 00:00:00+00,1970/01/01 00:00:00+00,,0
11966,31000LK002700,31,LK,,31000LK002700,2002-21,2002/12/05 00:00:00+00,1539,1358,2003001917,2003/01/08 00:00:00+00,1970/01/01 00:00:00+00,,14
11967,40000EG012200,40,EG,,40000EG012200,11-09-2010,2010/09/21 00:00:00+00,2094,4576,2010047436,2010/10/01 00:00:00+00,1970/01/01 00:00:00+00,,51.00999832
11986,20000PC0047Y0,20,PC,,20000PC0047Y0,2007-18,2007/07/09 00:00:00+00,1908,2543,2007053191,2007/07/18 00:00:00+00,1970/01/01 00:00:00+00,,16.07999992
11987,20000PC0047G0,20,PC,,20000PC0047G0,2007-18,2007/07/09 00:00:00+00,1908,2543,2007053191,2007/07/18 00:00:00+00,1970/01/01 00:00:00+00,,2.5
11989,37000AF0029K0,37,AF,,37000AF002900,332A,1995/05/04 00:00:00+00,1279,1670,1996072048,1996/12/09 00:00:00+00,1970/01/01 00:00:00+00,,0
11996,37000BG0006B0,37,BG,,37000BG0006B0,332A,1995/05/04 00:00:00+00,1279,1670,1996072048,1996/12/09 00:00:00+00,1970/01/01 00:00:00+00,,62
12001,30000DE0024E0,30,DE,,30000DE0024E0,96-15,1996/12/04 00:00:00+00,1279,7692,1996073872,1996/12/17 00:00:00+00,1970/01/01 00:00:00+00,,1.78999996
12002,40000HH008500,40,HH,,40000HH008500,11-09-2010,2010/09/21 00:00:00+00,2094,4576,2010047436,2010/10/01 00:00:00+00,1970/01/01 00:00:00+00,,28
12014,3900036004600,39,36,,39000PH005400,91-2,1991/02/25 00:00:00+00,0130,0991,1991007490,1991/02/28 00:00:00+00,1970/01/01 00:00:00+00,1 acre or less,0
12055,43000CQ0026R0,43,CQ,,43000CQ002600,1,1989/02/06 00:00:00+00,102A,0636,1989007300,1989/02/23 00:00:00+00,1970/01/01 00:00:00+00,1 acre or less,0
12066,27000OF0063B0,27,OF,,27000OF0063A0,91-7,1991/08/19 00:00:00+00,0223,1078,1991039098,1991/08/21 00:00:00+00,1970/01/01 00:00:00+00,,0
12071,31000KL0069C0,31,KL,,31000KL006900,1995Review,1995/01/19 00:00:00+00,1046,0321,1995003849,1995/01/25 00:00:00+00,1970/01/01 00:00:00+00,,0
12084,31000MJ001700,31,MJ,,31000MJ001700,1995Review,1995/01/19 00:00:00+00,1046,0321,1995003849,1995/01/25 00:00:00+00,1970/01/01 00:00:00+00,,252.6000061
12129,3600050003400,36,50,,36000LH0088A0,2002-09,2002/07/09 00:00:00+00,1504,8310,2002056409,2002/07/10 00:00:00+00,1970/01/01 00:00:00+00,1 acre or less,0
12131,31000LJ0034B0,31,LJ,,31000LJ0034B0,1995Review,1995/01/19 00:00:00+00,1046,0321,1995003849,1995/01/25 00:00:00+00,1970/01/01 00:00:00+00,,19
12135,34000EN0002B0,34,EN,Tract #3,34000EN0002A0,1,1988/11/01 00:00:00+00,101B,0367,1988053242,1988/11/03 00:00:00+00,1970/01/01 00:00:00+00,,0
12156,38000QD001500,38,QD,,38000QD001500,2010-05,2010/03/08 00:00:00+00,2067,2811,2010011846,2010/03/16 00:00:00+00,1970/01/01 00:00:00+00,,125
12164,4900005000900,49,NE,,49000NE005000,97-6,1997/12/17 00:00:00+00,1311,2664,1998001169,1998/01/08 00:00:00+00,1970/01/01 00:00:00+00,,0
12178,43000BP005700,43,BP,,43000BP005700,1,1989/02/06 00:00:00+00,102A,0636,1989007300,1989/02/23 00:00:00+00,1970/01/01 00:00:00+00,,99.23500061
12179,4900007000800,49,NE,,49000NE003600,97-6,1997/12/17 00:00:00+00,1311,2664,1998001169,1998/01/08 00:00:00+00,1970/01/01 00:00:00+00,,0
12180,3600050000800,36,50,,36000LH0088A0,2002-09,2002/07/09 00:00:00+00,1504,8310,2002056409,2002/07/10 00:00:00+00,1970/01/01 00:00:00+00,1 acre or less,0
12201,31000LK003500,31,LK,,31000LK003500,1995Review,1995/01/19 00:00:00+00,1046,0321,1995003849,1995/01/25 00:00:00+00,1970/01/01 00:00:00+00,,13
12211,3900036004900,39,36,,39000PH005400,91-2,1991/02/25 00:00:00+00,0130,0991,1991007490,1991/02/28 00:00:00+00,1970/01/01 00:00:00+00,1 acre or less,0
12217,22000CH0040E0,22,CH,,22000CH004000,89-1,1989/03/08 00:00:00+00,102E,0590,1989009509,1989/03/14 00:00:00+00,1970/01/01 00:00:00+00,,0
12224,43000BQ002500,43,BQ,,43000BQ002500,1,1989/02/06 00:00:00+00,102A,0636,1989007300,1989/02/23 00:00:00+00,1970/01/01 00:00:00+00,,27.84399986
12225,46000LJ0096B0,46,LJ,,46000LJ0096B0,97-16,1997/02/27 00:00:00+00,1287,3817,1997016624,1997/04/01 00:00:00+00,1970/01/01 00:00:00+00,,86.09999847
12246,38000OD0228A0,38,OD,,38000OD0228A0,2008-04,2008/01/07 00:00:00+00,1941,8939,2008001578,2008/01/08 00:00:00+00,1970/01/01 00:00:00+00,,2
12266,3900036005600,39,36,,39000PH005400,91-2,1991/02/25 00:00:00+00,0130,0991,1991007490,1991/02/28 00:00:00+00,1970/01/01 00:00:00+00,1 acre or less,0
12272,3600050002800,36,50,,36000LH0088A0,2002-09,2002/07/09 00:00:00+00,1504,8310,2002056409,2002/07/10 00:00:00+00,1970/01/01 00:00:00+00,1 acre or less,0
12278,37000CF0085A0,37,CF,,37000CF0085A0,332A,1995/05/04 00:00:00+00,1279,1670,1996072048,1996/12/09 00:00:00+00,1970/01/01 00:00:00+00,,4.5
12288,28000BN0043H0,28,BN,,28000BN004300,97-2,1997/04/14 00:00:00+00,1289,3508,1997021646,1997/04/24 00:00:00+00,1970/01/01 00:00:00+00,1 acre or less,0
12293,31000LK004500,31,LK,,31000LK004500,1995Review,1995/01/19 00:00:00+00,1046,0321,1995003849,1995/01/25 00:00:00+00,1970/01/01 00:00:00+00,,27
12302,3400004000700,34,04,,34000FO002000,1,1988/11/01 00:00:00+00,101B,0367,1988053242,1988/11/03 00:00:00+00,1970/01/01 00:00:00+00,,0
12313,3900036004500,39,36,,39000PH005400,91-2,1991/02/25 00:00:00+00,0130,0991,1991007490,1991/02/28 00:00:00+00,1970/01/01 00:00:00+00,1 acre or less,0
12316,39000PH000600,39,PH,Inlcuded with 7 year review 08/28/2012,39000PH000600,2012,2012/08/28 00:00:00+00,2193,4531,2012048494,2012/09/24 00:00:00+00,1970/01/01 00:00:00+00,,2.53999996
12321,50000ID0012B0,50,ID,,50000ID0012B0,2004,2004/02/16 00:00:00+00,1634,5442,2004016001,2004/02/23 00:00:00+00,1970/01/01 00:00:00+00,,4
12331,51000HH001500,51,HH,,51000HH001500,03-21,2003/09/25 00:00:00+00,1774,723,2005093427,2005/11/30 00:00:00+00,1970/01/01 00:00:00+00,,72.72299957
12333,31000LK008100,31,LK,,31000LK008100,1995Review,1995/01/19 00:00:00+00,1046,0321,1995003849,1995/01/25 00:00:00+00,1970/01/01 00:00:00+00,,10.36100006
12336,24000JF0063G0,24,JF,,24000JF006200,2007-16,2007/05/29 00:00:00+00,1897,2011,2007039953,2007/05/31 00:00:00+00,1970/01/01 00:00:00+00,,0
12341,4900005003100,49,NE,,49000NE005000,97-6,1997/12/17 00:00:00+00,1311,2664,1998001169,1998/01/08 00:00:00+00,1970/01/01 00:00:00+00,,0
12356,28000BM001900,28,BM,,28000BM001900,97-2,1997/04/14 00:00:00+00,1289,3508,1997021646,1997/04/24 00:00:00+00,1970/01/01 00:00:00+00,,113
12362,46000KI0131A0,46,,,46000KI0131A0,90-10,1990/01/11 00:00:00+00,105E,0225,1990002093,1990/01/17 00:00:00+00,1970/01/01 00:00:00+00,,11.56999969
12370,31000LK000900,31,LK,,31000LK000900,1995Review,1995/01/19 00:00:00+00,1046,0321,1995003849,1995/01/25 00:00:00+00,1970/01/01 00:00:00+00,,0
12384,38000PE0004A0,38,PE,,38000PE0004A0,2008-04,2008/01/07 00:00:00+00,1941,8939,2008001578,2008/01/08 00:00:00+00,1970/01/01 00:00:00+00,,5
12404,37000AF0029S0,37,AF,,37000AF002900,332A,1995/05/04 00:00:00+00,1279,1670,1996072048,1996/12/09 00:00:00+00,1970/01/01 00:00:00+00,,0
12413,34000DN0030E0,34,DN,,34000DN003000,8,1998/01/05 00:00:00+00,1311,1170,1998000759,1998/01/07 00:00:00+00,1970/01/01 00:00:00+00,,0
12415,4900005002600,49,NE,,49000NE005000,97-6,1997/12/17 00:00:00+00,1311,2664,1998001169,1998/01/08 00:00:00+00,1970/01/01 00:00:00+00,,0
12420,3900036006000,39,36,,39000PH005400,91-2,1991/02/25 00:00:00+00,0130,0991,1991007490,1991/02/28 00:00:00+00,1970/01/01 00:00:00+00,1 acre or less,0
12431,34000FO0020A0,34,FO,,34000FO0020A0,1,1988/11/01 00:00:00+00,101B,0367,1988053242,1988/11/03 00:00:00+00,1970/01/01 00:00:00+00,,0
12448,34000DN0030A0,35,CN,,34000DN003000,98-1,1998/03/09 00:00:00+00,1317,0092,1998015835,1998/03/13 00:00:00+00,1970/01/01 00:00:00+00,,0
12463,22000CH0040G0,22,CH,,22000CH004000,89-1,1989/03/08 00:00:00+00,102E,0590,1989009509,1989/03/14 00:00:00+00,1970/01/01 00:00:00+00,,0
12495,3400004001100,34,04,,34000FO002000,1,1988/11/01 00:00:00+00,101B,0367,1988053242,1988/11/03 00:00:00+00,1970/01/01 00:00:00+00,,0
12550,3400004000200,34,04,,34000FO002000,1,1988/11/01 00:00:00+00,101B,0367,1988053242,1988/11/03 00:00:00+00,1970/01/01 00:00:00+00,,0
12552,3600050004000,36,50,,36000LH0088A0,2002-09,2002/07/09 00:00:00+00,1504,8310,2002056409,2002/07/10 00:00:00+00,1970/01/01 00:00:00+00,1 acre or less,0
12580,37000AF0053A0,37,AF,,37000AF0053A0,332A,1995/05/04 00:00:00+00,1279,1670,1996072048,1996/12/09 00:00:00+00,1970/01/01 00:00:00+00,,38
12600,22000CH0002B0,22,CH,,22000CH000200,89-1,1989/03/08 00:00:00+00,102E,0590,1989009509,1989/03/14 00:00:00+00,1970/01/01 00:00:00+00,,0
12602,28000CN0017A0,28,CN,,28000CN0017A0,97-2,1997/04/14 00:00:00+00,1289,3508,1997021646,1997/04/24 00:00:00+00,1970/01/01 00:00:00+00,,38
12603,3900036006300,39,36,,39000PH005400,91-2,1991/02/25 00:00:00+00,0130,0991,1991007490,1991/02/28 00:00:00+00,1970/01/01 00:00:00+00,1 acre or less,0
12604,28000CN000400,28,CN,,28000CN000400,97-2,1997/04/14 00:00:00+00,1289,3508,1997021646,1997/04/24 00:00:00+00,1970/01/01 00:00:00+00,,52.59999847
12611,31000LK0058C0,31,LK,,31000LK0058C0,1995Review,1995/01/19 00:00:00+00,1046,0321,1995003849,1995/01/25 00:00:00+00,1970/01/01 00:00:00+00,,10.38000011
12618,43000CQ002400,43,CQ,,43000CQ002400,1,1989/02/06 00:00:00+00,102A,0636,1989007300,1989/02/23 00:00:00+00,1970/01/01 00:00:00+00,,53
12630,34000DN0030D0,34,DN,,34000DN003000,8,1998/01/05 00:00:00+00,1311,1170,1998000759,1998/01/07 00:00:00+00,1970/01/01 00:00:00+00,,0
12657,29000NB0067B0,29,NB,,29000NB0067B0,2001-3,2001/06/26 00:00:00+00,1446,2323,2001040951,2001/07/11 00:00:00+00,1970/01/01 00:00:00+00,,30
12658,28000CM001900,28,CM,,28000CN004600,97-2,1997/04/14 00:00:00+00,1289,3508,1997021646,1997/04/24 00:00:00+00,1970/01/01 00:00:00+00,,0
12674,31000JK0074B0,31,JK,,31000JK0074B0,1995Review,1995/01/19 00:00:00+00,1046,0321,1995003849,1995/01/25 00:00:00+00,1970/01/01 00:00:00+00,,4.30000019
12694,28000BO003200,28,BO,,28000BO003200,97-2,1997/04/14 00:00:00+00,1289,3508,1997021646,1997/04/24 00:00:00+00,1970/01/01 00:00:00+00,,60.70999908
12711,3900036012900,39,36,,39000PH005400,91-2,1991/02/25 00:00:00+00,0130,0991,1991007490,1991/02/28 00:00:00+00,1970/01/01 00:00:00+00,1 acre or less,0
12729,22000CH0015B0,22,CH,,22000CH001500,2007-05,2007/11/14 00:00:00+00,1933,2556,2007084399,2007/11/15 00:00:00+00,1970/01/01 00:00:00+00,,0
12732,40000GG000100,40,GG,,40000GG000100,11-09-2010,2010/09/21 00:00:00+00,2094,4576,2010047436,2000/10/01 00:00:00+00,1970/01/01 00:00:00+00,,33.06000137
12734,43000BQ003000,43,BQ,,43000BQ003000,1,2989/02/06 00:00:00+00,102A,0636,1989007300,1989/02/23 00:00:00+00,1970/01/01 00:00:00+00,,139
12735,43000CQ0024B0,43,CQ,,43000CQ002400,1,1989/02/06 00:00:00+00,102A,0636,1989007300,1989/02/23 00:00:00+00,1970/01/01 00:00:00+00,,0
12737,31000LK006200,31,LK,,31000LK006200,2002-21,2002/12/05 00:00:00+00,1539,1358,2003001917,2003/01/08 00:00:00+00,1970/01/01 00:00:00+00,,20
12742,3100009000200,31,LK,,3100LK00300,1997-14,1997/12/04 00:00:00+00,1308,9030,1997070502,1997/12/09 00:00:00+00,1970/01/01 00:00:00+00,,0
12757,34000EN0030A0,34,EN,Tract 15,34000EN0030A0,1,1988/11/01 00:00:00+00,101B,0367,1988053242,1988/11/03 00:00:00+00,1970/01/01 00:00:00+00,,48
12769,37000CF008400,37,CF,,37000CF008400,332A,1995/05/04 00:00:00+00,1279,1670,1996072048,1996/12/09 00:00:00+00,1970/01/01 00:00:00+00,,60
12791,20000NC009000,20,NC,,20000NC009000,2007-18,2007/07/09 00:00:00+00,1908,2543,2007053191,2007/07/18 00:00:00+00,1970/01/01 00:00:00+00,,2.75999999
12792,3600050003700,36,50,,36000LH0088A0,2002-09,2002/07/09 00:00:00+00,1504,8310,2002056409,2002/07/10 00:00:00+00,1970/01/01 00:00:00+00,1 acre or less,0
12802,39000PH0001B0,39,PH,,39000PH005400,91-2,1991/02/25 00:00:00+00,0130,0991,1991007490,1991/02/28 00:00:00+00,1970/01/01 00:00:00+00,,0
12805,3600050002900,36,50,,36000LH0088A0,2002-09,2002/07/09 00:00:00+00,1504,8310,2002056409,2002/07/10 00:00:00+00,1970/01/01 00:00:00+00,1 acre or less,0
12809,40000EF0132C0,40,EF,,40000EF0132C0,11-09-2010,2010/09/21 00:00:00+00,2094,4576,2010047436,2010/10/01 00:00:00+00,1970/01/01 00:00:00+00,,25.47999954
12816,30000DE0104A0,30,DE,,30000DE0104A0,96-15,1996/12/04 00:00:00+00,1279,7692,1996073872,1996/12/17 00:00:00+00,1970/01/01 00:00:00+00,,2.79999995
12840,3900036005700,39,36,,39000PH005400,91-2,1991/02/25 00:00:00+00,0130,0991,1991007490,1991/02/28 00:00:00+00,1970/01/01 00:00:00+00,1 acre or less,0
12843,3400004000800,34,04,,34000FO002000,1,1988/11/01 00:00:00+00,101B,0367,1988053242,1988/11/03 00:00:00+00,1970/01/01 00:00:00+00,,0
12847,37000CF008300,37,CF,,,465,2009/04/27 00:00:00+00,2020,4609,2009026522,2009/05/12 00:00:00+00,1970/01/01 00:00:00+00,,65
12853,4900005001600,49,NE,,49000NE005000,97-6,1997/12/17 00:00:00+00,1311,2664,1998001169,1998/01/08 00:00:00+00,1970/01/01 00:00:00+00,,0
12859,3900036005400,39,36,,39000PH005400,91-2,1991/02/25 00:00:00+00,0130,0991,1991007490,1991/02/28 00:00:00+00,1970/01/01 00:00:00+00,1 acre or less,0
12910,4900005003000,49,NE,,49000NE005000,97-6,1997/12/17 00:00:00+00,1311,2664,1998001169,1998/01/08 00:00:00+00,1970/01/01 00:00:00+00,,0
12922,3900036000400,39,36,,39000PH005400,91-2,1991/02/25 00:00:00+00,0130,0991,1991007490,1991/02/28 00:00:00+00,1970/01/01 00:00:00+00,1 acre or less,0
12927,22000DG0023A0,22,DG,,22000DG0023A0,2002-02,2002/08/14 00:00:00+00,1511,9064,2002068854,2002/08/21 00:00:00+00,1970/01/01 00:00:00+00,,10
12940,28000AO0011A0,28,AO,,28000AO0011A0,97-2,1997/04/14 00:00:00+00,1289,3508,1997021646,1997/04/24 00:00:00+00,1970/01/01 00:00:00+00,,13
12942,50000JD004000,50,JD,,50000JD004000,1989,1988/12/19 00:00:00+00,102A,0367,1989007141,1989/02/22 00:00:00+00,1970/01/01 00:00:00+00,,134
12948,3100009001200,31,LK,,3100LK00300,1997-14,1997/12/04 00:00:00+00,1308,9030,1997070502,1997/12/09 00:00:00+00,1970/01/01 00:00:00+00,,0
12949,22000CG0058A0,22,CG,,22000CG0058A0,89-1,1989/03/08 00:00:00+00,102E,0590,1989009509,1989/03/14 00:00:00+00,1970/01/01 00:00:00+00,,12
12962,34000DN0030E0,34,DN,,34000DN003000,98-1,1998/03/09 00:00:00+00,1317,0092,1998015835,1998/03/13 00:00:00+00,1970/01/01 00:00:00+00,,0
13005,31000LK0024H0,31,LK,,31000LK0024H0,1995Review,1995/01/19 00:00:00+00,1046,0321,1995003849,1995/01/25 00:00:00+00,1970/01/01 00:00:00+00,,20.22999954
13020,37000BF009400,37,BF,,37000BF009400,332A,1995/05/04 00:00:00+00,1279,1670,1996072048,1996/12/09 00:00:00+00,1970/01/01 00:00:00+00,,89.09999847
13032,40000EG008100,40,EG,,40000EG008100,11-09-2010,2010/09/21 00:00:00+00,2094,4576,2010047436,2010/10/01 00:00:00+00,1970/01/01 00:00:00+00,,14.32999992
13039,4900005000600,49,NE,,49000NE005000,97-6,1997/12/17 00:00:00+00,1311,2664,1998001169,1998/01/08 00:00:00+00,1970/01/01 00:00:00+00,,0
13045,31000ML0029B0,31,ML,,31000ML0029B0,1995Review,1995/01/19 00:00:00+00,1046,0321,1995003849,1995/01/25 00:00:00+00,1970/01/01 00:00:00+00,,63.72000122
13048,50000KE0198C0,50,KE,,50000KE0198C0,2007,2006/12/18 00:00:00+00,1867,6790,2007002672,2007/01/11 00:00:00+00,1970/01/01 00:00:00+00,,57
13051,22000CG010900,22,CG,,22000CG010900,89-1,1989/03/08 00:00:00+00,102E,0590,1989009509,1989/03/14 00:00:00+00,1970/01/01 00:00:00+00,,59
13057,29000NB006300,29,NB,,29000NB006300,2001-3,2001/06/26 00:00:00+00,1446,2323,2001040951,2001/07/11 00:00:00+00,1970/01/01 00:00:00+00,,85.5
13080,28000CM002400,28,CM,,28000CM002400,97-2,1997/04/14 00:00:00+00,1289,3508,1997021646,1997/04/24 00:00:00+00,1970/01/01 00:00:00+00,,138.80000305
13107,27000QG0089V0,27,QG,,27000QG008900,91-7,1991/08/19 00:00:00+00,0223,1078,1991039098,1991/08/21 00:00:00+00,1970/01/01 00:00:00+00,1 acre or less,0
13111,40000DF005500,40,DF,Heidelberg Twp. Portion,40000DF005500,11-09-2010,2010/09/21 00:00:00+00,2094,4576,2010047436,2010/10/01 00:00:00+00,1970/01/01 00:00:00+00,,0
13116,29000NA000600,29,NA,,29000NA000600,2001-3,2001/06/26 00:00:00+00,1446,2323,2001040951,2001/07/11 00:00:00+00,1970/01/01 00:00:00+00,,17.34000015
13160,3400004001300,34,04,,34000FO002000,1,1988/11/01 00:00:00+00,101B,0367,1988053242,1988/11/03 00:00:00+00,1970/01/01 00:00:00+00,,0
13161,43000BQ004800,43,BQ,,43000BQ004800,6,2014/01/06 00:00:00+00,2268,1416,2014005362,2014/02/10 00:00:00+00,1970/01/01 00:00:00+00,,6
13188,43000BP0048F0,43,BP,,43000BP004800,1,1989/02/06 00:00:00+00,102A,0636,1989007300,1989/02/23 00:00:00+00,1970/01/01 00:00:00+00,,0
13198,24000JF006200,24,JF,,24000JF006200,95-37,1995/10/23 00:00:00+00,1212,0860,1996057385,1995/11/13 00:00:00+00,1970/01/01 00:00:00+00,,97.48999786
13209,31000LK007100,31,LK,,31000LK007100,1995Review,1995/01/19 00:00:00+00,1046,0321,1995003849,1995/01/25 00:00:00+00,1970/01/01 00:00:00+00,,33
13212,43000CQ0024E0,43,CQ,,43000CQ002400,1,1989/02/06 00:00:00+00,102A,0636,1989007300,1989/02/23 00:00:00+00,1970/01/01 00:00:00+00,1 acre or less,0
13233,3900036000700,39,36,,39000PH005400,91-2,1991/02/25 00:00:00+00,0130,0991,1991007490,1991/02/28 00:00:00+00,1970/01/01 00:00:00+00,1 acre or less,0
13240,3900036017800,39,36,,39000PH005400,91-2,1991/02/25 00:00:00+00,0130,0991,1991007490,1991/02/28 00:00:00+00,1970/01/01 00:00:00+00,1 acre or less,0
13246,37000BG0006A0,37,BG,,37000BG0006A0,332A,1995/05/04 00:00:00+00,1279,1670,1996072048,1996/12/09 00:00:00+00,1970/01/01 00:00:00+00,,22.20000076
13253,27000QG0089S0,27,QG,,27000QG008900,91-7,1991/08/19 00:00:00+00,0223,1078,1991039098,1991/08/21 00:00:00+00,1970/01/01 00:00:00+00,,0
13255,24000LF007100,24,LF,,24000LF007100,2003-28,2003/11/10 00:00:00+00,1617,7088,2003116919,2003/11/18 00:00:00+00,1970/01/01 00:00:00+00,,55
13258,43000CO005600,43,CO,,43000CO000700,1,1989/02/06 00:00:00+00,102A,0636,1989007300,1989/02/23 00:00:00+00,1970/01/01 00:00:00+00,,0
13261,3400004000500,34,04,,34000FO002000,1,1988/11/01 00:00:00+00,101B,0367,1988053242,1988/11/03 00:00:00+00,1970/01/01 00:00:00+00,,0
13264,31000LJ002400,31,LJ,,31000LJ002400,1995Review,1995/01/19 00:00:00+00,1046,0321,1995003849,1995/01/25 00:00:00+00,1970/01/01 00:00:00+00,,63
13279,43000BO0005D0,43,BO,,43000BO000500,1,1989/02/06 00:00:00+00,102A,0636,1989007300,1989/02/23 00:00:00+00,1970/01/01 00:00:00+00,1 acre or less,0
13291,3600050001400,36,50,,36000LH0088A0,2002-09,2002/07/09 00:00:00+00,1504,8310,2002056409,2002/07/10 00:00:00+00,1970/01/01 00:00:00+00,1 acre or less,0
13300,20000PC0014C0,20,PC,,20000PC0014C0,2007-18,2007/07/09 00:00:00+00,1908,2543,2007053191,2007/07/18 00:00:00+00,1970/01/01 00:00:00+00,,15
13304,31000KL004700,31,KL,,31000KL004700,1997-14,1997/12/04 00:00:00+00,1308,9030,1997070502,1997/12/09 00:00:00+00,1970/01/01 00:00:00+00,,0
13311,3900036004700,39,36,,39000PH005400,91-2,1991/02/25 00:00:00+00,0130,0991,1991007490,1991/02/28 00:00:00+00,1970/01/01 00:00:00+00,1 acre or less,0
13318,3900036005100,39,36,,39000PH005400,91-2,1991/02/25 00:00:00+00,0130,0991,1991007490,1991/02/28 00:00:00+00,1970/01/01 00:00:00+00,1 acre or less,0
13328,40000FF010400,40,FF,,40000FF010400,11-09-2010,2010/09/21 00:00:00+00,2094,4576,2010047436,2010/10/01 00:00:00+00,1970/01/01 00:00:00+00,,25.12999916
13336,34000DN0030B0,34,DN,,34000DN003000,8,1998/01/05 00:00:00+00,1311,1170,1998000759,1998/01/07 00:00:00+00,1970/01/01 00:00:00+00,,0
13338,34000FO0027D0,34,FO,,34000FO002700,4,1993/12/30 00:00:00+00,0806,0165,1994001078,1994/01/05 00:00:00+00,1970/01/01 00:00:00+00,,0
13347,29000NB006200,29,NB,,29000NB006200,2001-3,2001/06/26 00:00:00+00,1446,2323,2001040951,2001/07/11 00:00:00+00,1970/01/01 00:00:00+00,,65
13349,31000LK0027A0,31,LK,,31000LK0027A0,2002-21,2002/12/05 00:00:00+00,1539,1358,2003001917,2003/01/08 00:00:00+00,1970/01/01 00:00:00+00,1 acre or less,0
13358,34000EO0006B0,34,EO,Tract #4,34000EO0006B0,1,1988/11/01 00:00:00+00,101B,0367,1988053242,1988/11/03 00:00:00+00,1970/01/01 00:00:00+00,,130.25
13365,3900036012600,39,36,,39000PH005400,91-2,1991/02/25 00:00:00+00,0130,0991,1991007490,1991/02/28 00:00:00+00,1970/01/01 00:00:00+00,1 acre or less,0
13369,4900005001800,49,NE,,49000NE005000,97-6,1997/12/17 00:00:00+00,1311,2664,1998001169,1998/01/08 00:00:00+00,1970/01/01 00:00:00+00,,0
13387,28000CN0018D0,28,CN,,28000CN001800,97-2,1997/04/14 00:00:00+00,1289,3508,1997021646,1997/04/24 00:00:00+00,1970/01/01 00:00:00+00,,0
13389,4900005002400,49,NE,,49000NE005000,97-6,1997/12/17 00:00:00+00,1311,2664,1998001169,1998/01/08 00:00:00+00,1970/01/01 00:00:00+00,,0
13421,43000AO0024F0,43,AO,,43000AO002400,1,1989/02/06 00:00:00+00,102A,0636,1989007300,1989/02/23 00:00:00+00,1970/01/01 00:00:00+00,,0
13428,3100009001500,31,LK,,3100LK00300,1997-14,1997/12/04 00:00:00+00,1308,9030,1997070502,1997/12/09 00:00:00+00,1970/01/01 00:00:00+00,,0
13436,40000EF009900,40,EF,,40000EF009900,11-09-2010,2010/09/21 00:00:00+00,2094,4576,2010047436,2010/10/01 00:00:00+00,1970/01/01 00:00:00+00,,5.30000019
13440,45000DJ001100,45,DJ,,45000DJ001100,2011-02,2011/03/02 00:00:00+00,2176,1099,2012026232,2012/05/30 00:00:00+00,1970/01/01 00:00:00+00,,0
13450,43000AQ002800,43,AQ,,43000AQ002800,1,1989/02/06 00:00:00+00,102A,0636,1989007300,1989/02/23 00:00:00+00,1970/01/01 00:00:00+00,,158
